,019_driftX,019_driftY,011_driftX,011_driftY,015_driftX,015_driftY,017_driftX,017_driftY,009_driftX,009_driftY,005_driftX,005_driftY,023_driftX,023_driftY,007_driftX,007_driftY,013_driftX,013_driftY,021_driftX,021_driftY,003_driftX,003_driftY
0,-0.09663087129592896,-0.045996084809303284,0.14970701932907104,0.030175775289535522,0.08090820908546448,-0.38823240995407104,0.04384765028953552,-0.3851562440395355,-0.084716796875,-0.445068359375,-0.11782228946685791,-0.45537111163139343,-0.0042968690395355225,-0.5069335699081421,-0.362548828125,-0.5640136897563934,-0.08564454317092896,-0.49433591961860657,-0.10688474774360657,-0.482666015625,0.11977538466453552,-0.48393556475639343
1,-0.09824216365814209,-0.04506835341453552,0.15043944120407104,0.03032226860523224,0.08305665850639343,-0.3890136778354645,0.04799804091453552,-0.39946290850639343,-0.083251953125,-0.44814449548721313,-0.11665037274360657,-0.4528808295726776,-0.004931628704071045,-0.5071289241313934,-0.3646484315395355,-0.5587890446186066,-0.08486327528953552,-0.49946287274360657,-0.257568359375,-0.47587892413139343,0.120361328125,-0.484375
2,-0.098388671875,-0.035351574420928955,0.15244141221046448,0.014013662934303284,0.07758787274360657,-0.3831543028354645,0.04423829913139343,-0.38276368379592896,-0.08310544490814209,-0.44389647245407104,-0.11762693524360657,-0.4461425542831421,-0.005908221006393433,-0.506640613079071,-0.364990234375,-0.5598632991313934,-0.08242186903953552,-0.4986328184604645,-0.34321288764476776,-0.467041015625,0.12031251192092896,-0.484130859375
3,-0.09804686903953552,-0.034863293170928955,0.15488281846046448,0.014453127980232239,0.05625000596046448,-0.3919922113418579,0.044921875,-0.3963378667831421,-0.08144530653953552,-0.4468750059604645,-0.11333006620407104,-0.45097655057907104,-0.006152361631393433,-0.5062011778354645,-0.3681640625,-0.5564453303813934,-0.081298828125,-0.49628907442092896,-0.35820312798023224,-0.461669921875,0.12290039658546448,-0.48466798663139343
4,-0.09687501192092896,-0.03627929091453552,0.154541015625,0.009228527545928955,0.054248034954071045,-0.38720703125,0.043408215045928955,-0.39277344942092896,-0.08525389432907104,-0.43793946504592896,-0.11689451336860657,-0.44560548663139343,-0.00644528865814209,-0.505078136920929,-0.3709472641348839,-0.5535156428813934,-0.08056640625,-0.49321290850639343,-0.35595703125,-0.46025392413139343,0.12436521053314209,-0.48808595538139343
5,-0.09467774629592896,-0.04804687201976776,0.155029296875,0.039404287934303284,0.05449220538139343,-0.3922363221645355,0.043212890625,-0.39726564288139343,-0.08144530653953552,-0.44672852754592896,-0.11679688096046448,-0.44643551111221313,-0.002734363079071045,-0.510009765625,-0.3705078139901161,-0.557373046875,-0.08232423663139343,-0.4928222894668579,-0.3541015535593033,-0.46220701932907104,0.12690430879592896,-0.48627930879592896
6,-0.09531250596046448,-0.03374025225639343,0.15498045086860657,0.0322265625,0.054003894329071045,-0.39155274629592896,0.03764650225639343,-0.38105469942092896,-0.08208009600639343,-0.4445801079273224,-0.111328125,-0.46528318524360657,-0.002685546875,-0.509814441204071,-0.37080077826976776,-0.5581543147563934,-0.08159178495407104,-0.49516600370407104,-0.35302734375,-0.45878905057907104,0.12749022245407104,-0.48457029461860657
7,-0.09267580509185791,-0.04277344048023224,0.15522462129592896,0.03212890028953552,0.052734375,-0.38984376192092896,0.03989258408546448,-0.38725587725639343,-0.08427736163139343,-0.44003909826278687,-0.11704102158546448,-0.4437011778354645,-0.00341796875,-0.508984386920929,-0.3734374940395355,-0.5545898675918579,-0.08413085341453552,-0.4883789122104645,-0.34931640326976776,-0.46015623211860657,0.13984376192092896,-0.41191405057907104
8,-0.09287109971046448,-0.051513656973838806,0.15371093153953552,0.031005859375,0.05263671278953552,-0.392333984375,0.038281261920928955,-0.38823240995407104,-0.080810546875,-0.45014649629592896,-0.11689451336860657,-0.44731447100639343,-0.0002929568290710449,-0.5128418207168579,-0.3689941391348839,-0.5655273497104645,-0.08212888240814209,-0.4973144829273224,-0.345947265625,-0.46308594942092896,0.12836915254592896,-0.48173826932907104
9,-0.09194335341453552,-0.049169912934303284,0.150634765625,0.03383788466453552,0.052685558795928955,-0.39277344942092896,0.035693347454071045,-0.38178709149360657,-0.082275390625,-0.44633787870407104,-0.11489257216453552,-0.44755861163139343,-0.001953125,-0.511767566204071,-0.37382812798023224,-0.5558105707168579,-0.083251953125,-0.49311521649360657,-0.3407226502895355,-0.46625977754592896,0.12744140625,-0.48398441076278687
10,-0.09453126788139343,-0.03349609673023224,0.14951172471046448,0.03188475966453552,0.051513671875,-0.38789060711860657,0.03725585341453552,-0.391357421875,-0.080322265625,-0.4514159858226776,-0.11577150225639343,-0.44428712129592896,-0.002880871295928955,-0.5089355707168579,-0.37480469048023224,-0.554443359375,-0.08364260196685791,-0.49067381024360657,-0.3382812440395355,-0.4684081971645355,0.12543946504592896,-0.482666015625
11,-0.09316405653953552,-0.03413085639476776,0.14951172471046448,0.028466805815696716,0.05205079913139343,-0.39208984375,0.035888671875,-0.3844238221645355,-0.081298828125,-0.4511718451976776,-0.11542966961860657,-0.44550782442092896,-0.008984386920928955,-0.6084960699081421,-0.37309570610523224,-0.5576660335063934,-0.08452147245407104,-0.49116212129592896,-0.3333496153354645,-0.47026368975639343,0.121337890625,-0.48041990399360657
12,-0.09355470538139343,-0.044189468026161194,0.1484375,0.009082049131393433,0.05253908038139343,-0.38916015625,0.03823241591453552,-0.391357421875,-0.08071288466453552,-0.4496093988418579,-0.11494138836860657,-0.4474121034145355,-0.0033203065395355225,-0.5099121332168579,-0.3749023526906967,-0.5560547113418579,-0.08457031846046448,-0.4946288764476776,-0.33183594048023224,-0.4710448980331421,0.06684571504592896,-0.48896482586860657
13,-0.09218749403953552,-0.042578116059303284,0.150390625,0.032617196440696716,0.05478516221046448,-0.39326170086860657,0.03647461533546448,-0.38422852754592896,-0.08027344942092896,-0.45258790254592896,-0.11479493975639343,-0.4493164122104645,-0.002001941204071045,-0.51318359375,-0.3720703199505806,-0.5621093511581421,-0.08457031846046448,-0.4959472715854645,-0.3296875059604645,-0.4730468988418579,0.019775390625,-0.49785158038139343
14,-0.09492188692092896,-0.033642590045928955,0.1512695550918579,0.030517578125,0.05483400821685791,-0.3895019292831421,0.03574219346046448,-0.38671875,-0.08115234971046448,-0.45097655057907104,-0.11503905057907104,-0.4478515386581421,-0.0035156309604644775,-0.5099121332168579,-0.36323241889476776,-0.556884765625,-0.08505859971046448,-0.49833983182907104,-0.2804199159145355,-0.473388671875,0.02734375,-0.41962891817092896
