,002_arousal,002_valence,022_arousal,022_valence
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0048828125
15,0.0,0.0,0.0,0.009765625
16,0.0,0.0,0.0,0.01220703125
17,0.0,0.0,0.0,0.01708984375
18,0.0,0.0,0.0,0.01708984375
19,0.0,0.0,0.0,0.01708984375
20,0.0,0.0,0.0,0.01708984375
21,0.0,0.0,0.0,0.01708984375
22,0.0,0.0,0.0,0.01708984375
23,-0.00244140625,0.0,0.0,0.01708984375
24,-0.00244140625,0.0048828125,0.0,0.01708984375
25,-0.00244140625,0.0146484375,-0.00244140625,0.01708984375
26,-0.00244140625,0.01953125,-0.00244140625,0.01708984375
27,0.0,0.02197265625,-0.00244140625,0.01708984375
28,0.0,0.0244140625,-0.00244140625,0.01708984375
29,0.0,0.0244140625,-0.00244140625,0.01708984375
30,0.0,0.02685546875,-0.00244140625,0.01708984375
31,0.0,0.029296875,-0.00244140625,0.01708984375
32,0.00244140625,0.029296875,-0.00244140625,0.01708984375
33,0.00244140625,0.029296875,-0.00244140625,0.01708984375
34,0.00244140625,0.029296875,-0.00244140625,0.01708984375
35,0.00244140625,0.029296875,-0.00244140625,0.01708984375
36,0.00244140625,0.029296875,-0.00244140625,0.01708984375
37,0.0048828125,0.029296875,-0.00244140625,0.01708984375
38,0.0048828125,0.029296875,-0.00244140625,0.01708984375
39,0.00732421875,0.02685546875,-0.00244140625,0.01708984375
40,0.009765625,0.02685546875,-0.00244140625,0.01708984375
41,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
42,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
43,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
44,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
45,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
46,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
47,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
48,0.01220703125,0.0244140625,-0.00244140625,0.01708984375
49,0.01220703125,0.02197265625,-0.00244140625,0.01708984375
50,0.01220703125,0.02197265625,-0.00244140625,0.01708984375
51,0.01220703125,0.01953125,-0.00244140625,0.01708984375
52,0.01220703125,0.01953125,-0.00244140625,0.01708984375
53,0.01220703125,0.01953125,-0.00244140625,0.01708984375
