,002_driftX,002_driftY,022_driftX,022_driftY
0,9999.0,9999.0,9999.0,9999.0
1,-0.13027343153953552,0.515039062127471,0.11894530057907104,0.4161132797598839
2,-0.12880858778953552,0.515039062127471,0.11904299259185791,0.416015625
3,-0.12880858778953552,0.51806640625,0.11835938692092896,0.41582031548023224
4,-0.08896481990814209,0.4850585935637355,0.1181640625,0.4134765639901161
5,0.08935546875,0.4375,0.11923825740814209,0.41630859673023224
6,0.2466796636581421,0.36259765923023224,0.11953127384185791,0.41572265326976776
7,0.2831054925918579,0.36357422173023224,0.11533200740814209,0.4117187485098839
8,0.28300780057907104,0.36650390923023224,0.11123049259185791,0.40595702826976776
9,0.27763670682907104,0.35810546576976776,0.109375,0.40556640923023224
10,0.27392578125,0.36347655951976776,0.10908204317092896,0.40302734076976776
11,0.27031248807907104,0.35966797173023224,0.11123049259185791,0.40771484375
12,0.2660156488418579,0.3545898497104645,0.11777341365814209,0.41630859673023224
13,0.2646484375,0.3505859375,0.12128907442092896,0.42021484673023224
14,0.2210937738418579,0.32597656548023224,0.12187498807907104,0.4232421889901161
15,0.03378903865814209,0.24980467557907104,0.12333983182907104,0.43134765326976776
16,0.00351560115814209,0.22626954317092896,0.12128907442092896,0.43144531548023224
17,-0.00039064884185791016,0.22597655653953552,0.1181640625,0.43291015923023224
18,-0.003613293170928955,0.22490233182907104,0.1181640625,0.4332031235098839
19,-0.0048828125,0.22470703721046448,0.11689454317092896,0.4297851547598839
20,-0.00537109375,0.22695311903953552,0.11552733182907104,0.4291015639901161
21,-0.00595700740814209,0.22470703721046448,0.11250001192092896,0.42499999701976776
22,-0.00439453125,0.22197264432907104,0.11083984375,0.4222656264901161
23,-0.00673830509185791,0.21591797471046448,0.09003907442092896,0.3758789077401161
24,-0.02597653865814209,0.17890626192092896,0.08974611759185791,0.33320312201976776
25,-0.029980480670928955,0.193359375,9999.0,9999.0
26,-0.00429689884185791,0.18447265028953552,9999.0,9999.0
27,9999.0,9999.0,9999.0,9999.0
28,9999.0,9999.0,9999.0,9999.0
29,9999.0,9999.0,0.058789074420928955,0.31416015326976776
30,9999.0,9999.0,0.08378905057907104,0.44023437425494194
31,9999.0,9999.0,0.08974611759185791,0.44990234449505806
32,9999.0,9999.0,0.09619140625,0.4686523452401161
33,-0.04042971134185791,0.20224609971046448,0.09775388240814209,0.44414062425494194
34,-0.038867175579071045,0.17929688096046448,0.10039061307907104,0.44208984449505806
35,-0.029296875,0.23173826932907104,0.10664063692092896,0.45234375074505806
36,-0.0283203125,0.23769530653953552,0.10947263240814209,0.4501953125
37,-0.02890622615814209,0.22744140028953552,0.11093747615814209,0.44755859300494194
38,-0.02871096134185791,0.22421875596046448,0.11269533634185791,0.4530273452401161
39,-0.028515636920928955,0.21318358182907104,0.11376953125,0.45439453050494194
40,-0.028515636920928955,0.20742186903953552,0.1064453125,0.4422851577401161
41,-0.02744138240814209,0.20126953721046448,0.10312497615814209,0.44892578199505806
42,-0.02646481990814209,0.19970703125,0.08857423067092896,0.3150390684604645
43,-0.024218738079071045,0.19716796278953552,9999.0,9999.0
