PID = PID043
Condition = ground
Date = 2023-02-06_17h39.49.615

Trial	Video	Condition	Inactivity Duration
1	002	ground	9.1
2	004	ground	10.68
3	020	ground	8.53
4	010	ground	11.13
5	014	ground	10.85
6	006	ground	10.78
7	018	ground	9.18
8	012	ground	5.26
9	008	ground	6.07
10	022	ground	10.73
11	016	ground	7.0
