,018_gazeX,018_gazeY,018_pupilSize,008_gazeX,008_gazeY,008_pupilSize,012_gazeX,012_gazeY,012_pupilSize,010_gazeX,010_gazeY,010_pupilSize,006_gazeX,006_gazeY,006_pupilSize,004_gazeX,004_gazeY,004_pupilSize,002_gazeX,002_gazeY,002_pupilSize,022_gazeX,022_gazeY,022_pupilSize,016_gazeX,016_gazeY,016_pupilSize,014_gazeX,014_gazeY,014_pupilSize,020_gazeX,020_gazeY,020_pupilSize
0,-0.04218748211860657,0.3540527345612645,70.0,0.210205078125,0.08623047173023224,70.0,-0.016699224710464478,0.123779296875,70.0,0.13999024033546448,0.21967773139476776,70,0.3009277284145355,-0.086181640625,70.0,0.16943359375,0.2774902284145355,70.0,0.023828119039535522,0.10751952230930328,70.0,-0.03691408038139343,0.09926757216453552,70.0,-0.01186525821685791,0.17368163168430328,70.0,-0.16708984971046448,0.0732421875,70.0,-0.11542966961860657,0.11289061605930328,70.0
1,-0.04379883408546448,0.3263183571398258,70.0,0.21445313096046448,0.08266602456569672,70.0,-0.01611328125,0.120849609375,70.0,0.14482420682907104,0.21879882365465164,70,0.29985350370407104,-0.08437499403953552,70.0,0.16958007216453552,0.27739257365465164,70.0,0.019775390625,0.11030273139476776,70.0,-0.03339841961860657,0.10727538168430328,70.0,-0.011035174131393433,0.1635742262005806,70.0,-0.16840820014476776,0.06972657144069672,70.0,-0.11318358778953552,0.11196288466453552,70.0
2,-0.043652355670928955,0.3238281235098839,70.0,0.21293947100639343,0.07832030951976776,70.0,-0.011962890625,0.11655274033546448,70.0,0.14565429091453552,0.22250976413488388,70,0.29804688692092896,-0.08828124403953552,70.0,0.16757813096046448,0.28125,70.0,0.021093755960464478,0.0908203125,70.0,-0.03134766221046448,0.109619140625,70.0,-0.010449230670928955,0.15493163466453552,70.0,-0.171875,0.06982421875,70.0,-0.115234375,0.09458008408546448,70.0
3,-0.04067382216453552,0.3246093764901161,70.0,0.212158203125,0.079833984375,70.0,-0.01025390625,0.11186523735523224,70.0,0.14570310711860657,0.21933594346046448,70,0.2962890565395355,-0.08647462725639343,70.0,0.18110352754592896,0.27001953125,70.0,0.028027355670928955,0.11904296278953552,70.0,0.018896490335464478,0.06884765625,70.0,-0.015771478414535522,0.11904296278953552,70.0,-0.17031250894069672,0.06074216961860657,70.0,-0.11616209149360657,0.11713867634534836,70.0
4,-0.041308581829071045,0.32026366889476776,70.0,0.22211915254592896,0.10576172173023224,70.0,-0.008349627256393433,0.11127929389476776,70.0,0.14443358778953552,0.22768554091453552,70,0.296630859375,-0.10976561903953552,70.0,0.18095701932907104,0.25996093451976776,70.0,0.025683581829071045,0.11870115995407104,70.0,0.0010741949081420898,0.06508789956569672,70.0,-0.013623058795928955,0.128173828125,70.0,-0.15053710341453552,0.057226553559303284,70.0,-0.11660155653953552,0.11606446653604507,70.0
5,-0.042236328125,0.32109374552965164,70.0,0.21142578125,0.07177734375,70.0,-0.006103515625,0.08964844048023224,70.0,0.14951172471046448,0.23037110269069672,70,0.3076171875,-0.09077146649360657,70.0,0.16010743379592896,0.25849609822034836,70.0,0.04184570908546448,0.14003907144069672,70.0,0.005322277545928955,0.08588868379592896,70.0,-0.00732421875,0.14804687350988388,70.0,-0.14028319716453552,0.055419921875,70.0,-0.11870118975639343,0.1086425632238388,70.0
6,-0.04067385196685791,0.31440429762005806,70.0,0.197509765625,0.06284180283546448,70.0,-0.012744128704071045,0.092041015625,70.0,0.15102538466453552,0.22934570163488388,70,0.31147459149360657,-0.09711915254592896,70.0,0.16611328721046448,0.2582031339406967,70.0,0.04448243975639343,0.11909179389476776,70.0,0.008691400289535522,0.06635743379592896,70.0,-0.006787091493606567,0.1340332180261612,70.0,-0.14892578125,0.05825194716453552,70.0,-0.11874997615814209,0.11142577230930328,70.0
7,-0.036083996295928955,0.3729003928601742,70.0,0.1982421875,0.07001952826976776,70.0,-0.017529308795928955,0.089111328125,70.0,0.15341797471046448,0.22954101860523224,70,0.31987303495407104,-0.10004881024360657,70.0,0.177490234375,0.2562011703848839,70.0,0.03432616591453552,0.12729491293430328,70.0,0.020458996295928955,0.10043944418430328,70.0,-0.0042480528354644775,0.14462890475988388,70.0,-0.15141601860523224,0.055419921875,70.0,-0.11640626192092896,0.1120605543255806,70.0
8,-0.03378906846046448,0.3404296934604645,70.0,0.2005370855331421,0.04013672471046448,70.0,-0.013720691204071045,0.10053710639476776,70.0,0.140625,0.20966796576976776,70,0.3236328065395355,-0.10776367783546448,70.0,0.19741210341453552,0.35795898362994194,70.0,0.081298828125,0.2933105528354645,70.0,0.028759777545928955,0.10585936903953552,70.0,0.0011718571186065674,0.14541014283895493,70.0,-0.15781250596046448,0.05239257216453552,70.0,-0.11674803495407104,0.11367188394069672,70.0
9,-0.03188475966453552,0.3352050818502903,70.0,0.208740234375,0.048583984375,70.0,-0.008642584085464478,0.13227538764476776,70.0,0.13510742783546448,0.22641600668430328,70,0.3191894590854645,-0.10502931475639343,70.0,0.197265625,0.3856445327401161,70.0,0.09750977158546448,0.28520508110523224,70.0,0.06596678495407104,0.232666015625,70.0,0.00283205509185791,0.16044921427965164,70.0,-0.16542968153953552,0.04287108778953552,70.0,-0.1269531100988388,0.12275389581918716,70.0
