PID = PID047
Condition = ground
Date = 2023-02-08_16h12.59.017

Trial	Video	Condition	Inactivity Duration
1	008	ground	6.93
2	022	ground	2.9
3	006	ground	5.18
4	016	ground	5.35
5	018	ground	12.08
6	012	ground	1.78
7	020	ground	4.22
8	004	ground	3.5
9	010	ground	6.41
10	002	ground	3.37
11	014	ground	2.57
