PID = PID057
Condition = ground
Date = 2023-02-15_16h20.24.337

Trial	Video	Condition	Inactivity Duration
1	010	ground	7.48
2	020	ground	10.81
3	008	ground	7.51
4	018	ground	11.18
5	014	ground	8.81
6	012	ground	8.1
7	004	ground	6.33
8	022	ground	7.51
9	006	ground	10.58
10	002	ground	10.75
11	016	ground	6.06
