PID = PID049
Condition = ground
Date = 2023-02-09_12h37.40.185

Trial	Video	Condition	Inactivity Duration
1	016	ground	9.38
2	020	ground	4.6
3	004	ground	10.95
4	018	ground	8.55
5	014	ground	4.4
6	008	ground	11.03
7	006	ground	11.27
8	012	ground	10.91
9	022	ground	10.9
10	010	ground	10.95
11	002	ground	5.97
