PID = PID017
Condition = ground
Date = 2022-10-19_11h47.17.345

Trial	Video	Condition	Inactivity Duration
1	006	ground	7.8
2	014	ground	7.48
3	010	ground	13.13
4	004	ground	8.14
5	016	ground	11.81
6	012	ground	6.87
7	018	ground	10.87
8	002	ground	4.21
9	022	ground	11.08
10	008	ground	8.16
11	020	ground	9.35
