,005_driftX,005_driftY,023_driftX,023_driftY,019_driftX,019_driftY,021_driftX,021_driftY,009_driftX,009_driftY,017_driftX,017_driftY,003_driftX,003_driftY,015_driftX,015_driftY,007_driftX,007_driftY,011_driftX,011_driftY,013_driftX,013_driftY
0,0.8732421398162842,-0.056835949420928955,0.6125977039337158,-0.03857421875,0.7950195074081421,-0.11201173067092896,0.8729492425918579,-0.25537109375,0.9642578363418579,-0.35576170682907104,0.7083984613418579,-0.6919921636581421,0.24482423067092896,-0.7095702886581421,0.6403319835662842,-0.5809570550918579,0.7796875238418579,-0.9094727039337158,1.9296875,-0.5409179925918579,1.2737305164337158,-0.4901367425918579
1,0.8770507574081421,-0.05917966365814209,0.615234375,-0.04306638240814209,0.7946288585662842,-0.11533200740814209,0.8759765625,-0.26201170682907104,0.9683593511581421,-0.3612304925918579,0.7109375,-0.6940429210662842,0.2469726800918579,-0.7122070789337158,0.6388671398162842,-0.580078125,0.7811523675918579,-0.9043945074081421,1.9269530773162842,-0.53955078125,1.274316430091858,-0.4932616949081421
2,0.8785156011581421,-0.06210935115814209,0.615234375,-0.04248046875,0.7955077886581421,-0.11494141817092896,0.8755859136581421,-0.25664061307907104,0.9669921398162842,-0.35517579317092896,0.71142578125,-0.6971679925918579,0.24785155057907104,-0.7162109613418579,0.6393554210662842,-0.5810546875,0.7803710699081421,-0.9133789539337158,1.9278321266174316,-0.5360351800918579,1.273046851158142,-0.4883788824081421
3,0.8801758289337158,-0.05898439884185791,0.6179687976837158,-0.04404294490814209,0.7930663824081421,-0.11767578125,0.8755859136581421,-0.26289063692092896,0.9689452648162842,-0.35712891817092896,0.7125976085662842,-0.697265625,0.24101561307907104,-0.6550781726837158,0.6385742425918579,-0.5829101800918579,0.7814452648162842,-0.9060547351837158,1.9250977039337158,-0.5282226800918579,1.2734375,-0.4906250238418579
4,0.8820312023162842,-0.05917966365814209,0.6194336414337158,-0.04189455509185791,0.79443359375,-0.11435544490814209,0.8734375238418579,-0.25664061307907104,0.9681640863418579,-0.3653320074081421,0.7138671875,-0.6958984136581421,0.2515624761581421,-0.7147461175918579,0.5856444835662842,-0.6000000238418579,0.7786133289337158,-0.904296875,1.9234375953674316,-0.5247070789337158,1.2737305164337158,-0.5038086175918579
5,0.8815429210662842,-0.06289064884185791,0.6190429925918579,-0.049511730670928955,0.7953125238418579,-0.12343752384185791,0.8722655773162842,-0.26005858182907104,0.9669921398162842,-0.36474609375,0.7146484851837158,-0.6976562738418579,0.2484375238418579,-0.6979491710662842,0.4527343511581421,-0.6321289539337158,0.7780272960662842,-0.9004882574081421,1.9239258766174316,-0.52099609375,1.27294921875,-0.5062500238418579
6,0.8796875476837158,-0.059765636920928955,0.6171875,-0.04628908634185791,0.7958008050918579,-0.11591798067092896,0.8708984851837158,-0.26054686307907104,0.9677734375,-0.3534179925918579,0.716796875,-0.6995117664337158,0.25146484375,-0.7166992425918579,0.4253906011581421,-0.6474609375,0.8386719226837158,-0.9000976085662842,1.9248046875,-0.5284179449081421,1.2744140625,-0.5095703601837158
7,0.87939453125,-0.06191408634185791,0.6172851324081421,-0.04677736759185791,0.7930663824081421,-0.1123046875,0.8736327886581421,-0.26123046875,0.9625976085662842,-0.3638671636581421,0.7122070789337158,-0.6916992664337158,0.2457031011581421,-0.6583983898162842,0.4245116710662842,-0.6537109613418579,0.9411132335662842,-0.8612304925918579,1.9276366233825684,-0.5198242664337158,1.2742187976837158,-0.5137695074081421
8,0.880859375,-0.062304675579071045,0.6173827648162842,-0.050585925579071045,0.7937500476837158,-0.11826169490814209,0.8749023675918579,-0.2579101324081421,0.95849609375,-0.36298829317092896,0.7109375,-0.7033202648162842,0.24589842557907104,-0.6555664539337158,0.4229491949081421,-0.6525390148162842,0.9443359375,-0.8537108898162842,1.9291014671325684,-0.521484375,1.271582007408142,-0.5120117664337158
9,0.8818359375,-0.06425780057907104,0.61865234375,-0.044921875,0.7916015386581421,-0.11484372615814209,0.8788086175918579,-0.265625,0.9583984613418579,-0.3622070550918579,0.7107422351837158,-0.7039062976837158,0.24287110567092896,-0.6498047113418579,0.4229491949081421,-0.6515624523162842,0.94580078125,-0.8538086414337158,1.9314453601837158,-0.5221679210662842,1.2824218273162842,-0.5584961175918579
