PID = PID079
Condition = ground
Date = 2023-03-23_11h33.18.806

Trial	Video	Condition	Inactivity Duration
1	022	ground	8.68
2	020	ground	13.38
3	014	ground	7.93
4	016	ground	9.68
5	008	ground	5.35
6	018	ground	8.88
7	004	ground	10.44
8	010	ground	7.8
9	012	ground	11.25
10	006	ground	4.6
11	002	ground	8.43
