,002_arousal,002_valence,018_arousal,018_valence,014_arousal,014_valence,010_arousal,010_valence,008_arousal,008_valence
187,0.2685546875,0.6689453125,0.0,0.0,0.126953125,-0.517578125,-0.0390625,0.0390625,0.009765625,0.3173828125
188,0.26123046875,0.67138671875,0.0,0.0,0.12939453125,-0.517578125,-0.0390625,0.0439453125,0.009765625,0.31982421875
189,0.25390625,0.67138671875,0.0,0.0,0.13916015625,-0.52490234375,-0.04150390625,0.04638671875,0.01220703125,0.322265625
190,0.244140625,0.673828125,0.0,0.0,0.146484375,-0.5322265625,-0.04150390625,0.048828125,0.01220703125,0.32470703125
191,0.23681640625,0.673828125,0.0,0.0,0.14892578125,-0.537109375,-0.04150390625,0.05126953125,0.0146484375,0.3271484375
192,0.23193359375,0.673828125,0.0,0.0,0.1513671875,-0.53955078125,-0.04150390625,0.0537109375,0.0146484375,0.32958984375
193,0.224609375,0.673828125,0.0,0.0,0.15380859375,-0.5419921875,-0.04150390625,0.05615234375,0.01708984375,0.33447265625
194,0.21728515625,0.673828125,0.0,0.0,0.15380859375,-0.54443359375,-0.04150390625,0.06103515625,0.02197265625,0.33935546875
195,0.21240234375,0.67138671875,0.0,0.0,0.15625,-0.546875,-0.04150390625,0.0634765625,0.02197265625,0.34423828125
196,0.2001953125,0.6689453125,0.0,0.0,0.15625,-0.54931640625,-0.04150390625,0.06591796875,0.0244140625,0.34912109375
197,0.19287109375,0.66650390625,0.0,0.0,0.15869140625,-0.5517578125,-0.0390625,0.06591796875,0.02685546875,0.3515625
198,0.185546875,0.6640625,0.0,0.0,0.15869140625,-0.5517578125,-0.0390625,0.06591796875,0.02685546875,0.35400390625
199,0.17822265625,0.66162109375,0.0,0.0,0.1611328125,-0.556640625,-0.0390625,0.06591796875,0.02685546875,0.3564453125
200,0.16845703125,0.6591796875,0.0,0.0,0.16357421875,-0.55908203125,-0.0390625,0.06591796875,0.029296875,0.35888671875
201,0.16357421875,0.65673828125,0.0,0.0,0.166015625,-0.5615234375,-0.0390625,0.06591796875,0.029296875,0.361328125
202,0.15869140625,0.654296875,0.0,0.0,0.16845703125,-0.5615234375,-0.0390625,0.06591796875,0.029296875,0.3662109375
203,0.15380859375,0.654296875,0.0,0.0,0.16845703125,-0.5615234375,-0.0390625,0.06103515625,0.03173828125,0.37109375
204,0.146484375,0.65185546875,0.0,0.0,0.1708984375,-0.56396484375,-0.0390625,0.05126953125,0.03173828125,0.37841796875
205,0.13916015625,0.6494140625,0.0,0.0,0.17333984375,-0.56396484375,-0.0390625,0.03662109375,0.03173828125,0.3857421875
206,0.1318359375,0.64697265625,0.0,0.0,0.17333984375,-0.56396484375,-0.0390625,0.01953125,0.03173828125,0.39306640625
207,0.12939453125,0.64453125,0.0,0.0,0.17578125,-0.56640625,-0.03662109375,-0.00244140625,0.03173828125,0.39794921875
208,0.12451171875,0.64453125,0.0,0.0,0.17822265625,-0.56640625,-0.03662109375,-0.01708984375,0.03173828125,0.40283203125
209,0.1220703125,0.64208984375,0.0,0.0,0.1806640625,-0.56884765625,-0.03662109375,-0.029296875,0.03173828125,0.4052734375
210,0.11474609375,0.6396484375,0.0,0.0,0.18310546875,-0.56884765625,-0.03662109375,-0.04638671875,0.03173828125,0.40771484375
