,012_gazeX,012_gazeY,012_pupilSize,002_gazeX,002_gazeY,002_pupilSize,016_gazeX,016_gazeY,016_pupilSize,006_gazeX,006_gazeY,006_pupilSize,014_gazeX,014_gazeY,014_pupilSize,020_gazeX,020_gazeY,020_pupilSize,008_gazeX,008_gazeY,008_pupilSize,018_gazeX,018_gazeY,018_pupilSize,010_gazeX,010_gazeY,010_pupilSize,004_gazeX,004_gazeY,004_pupilSize
0,0.14228516817092896,0.072509765625,70.0,0.3268066346645355,0.2333984375,70.0,0.15776368975639343,-0.15947267413139343,70.0,0.14692381024360657,0.03564453125,70.0,-0.3770507797598839,-0.054101571440696716,70.0,-0.0074706971645355225,-0.08378905057907104,70.0,0.18598634004592896,-0.18349608778953552,70.0,-0.23256835341453552,-0.120361328125,70.0,0.05698242783546448,0.015673846006393433,70,-0.10292968153953552,-0.14130860567092896,70.0
1,0.16879883408546448,0.081787109375,70.0,0.32548826932907104,0.2581543028354645,70.0,0.15961912274360657,-0.16806639730930328,70.0,0.11333009600639343,0.05322265625,70.0,-0.3673339784145355,-0.033935546875,70.0,-0.057421863079071045,0.029296889901161194,70.0,0.18500977754592896,-0.20576173067092896,70.0,-0.24204102158546448,-0.12348634004592896,70.0,0.07270506024360657,0.033789053559303284,70,-0.10488280653953552,-0.15517577528953552,70.0
2,0.19536131620407104,0.079345703125,70.0,0.32514649629592896,0.2615722641348839,70.0,0.16059568524360657,-0.17485350370407104,70.0,0.09096682071685791,0.05375976860523224,70.0,-0.36333008110523224,-0.020849615335464478,70.0,-0.16298829019069672,0.23647461272776127,70.0,0.18535158038139343,-0.2159179449081421,70.0,-0.2527832090854645,-0.11933594942092896,70.0,0.08364260196685791,0.04575195908546448,70,-0.11103516817092896,-0.15903320908546448,70.0
3,0.2159179449081421,0.06396484375,70.0,0.33232420682907104,0.2693847715854645,70.0,0.15874022245407104,-0.17431640625,70.0,0.06669923663139343,0.06699217855930328,70.0,-0.36030273139476776,-0.0008789151906967163,70.0,-0.17441406846046448,0.2402343787252903,70.0,0.19833984971046448,-0.21494141221046448,70.0,-0.2667480409145355,-0.11123046278953552,70.0,0.09262695908546448,0.045654296875,70,-0.11689451336860657,-0.15742188692092896,70.0
4,0.23247069120407104,0.02949218451976776,70.0,0.34291988611221313,0.2713378891348839,70.0,0.1631835699081421,-0.18989257514476776,70.0,0.05410155653953552,0.055908203125,70.0,-0.35468749701976776,0.041503921151161194,70.0,-0.168212890625,0.24746093712747097,70.0,0.21396484971046448,-0.20356443524360657,70.0,-0.26215821504592896,-0.11997070908546448,70.0,0.10463869571685791,0.04375001788139343,70,-0.10751953721046448,-0.15205079317092896,70.0
5,0.228759765625,0.0078125,70.0,0.3509765565395355,0.2561035081744194,70.0,0.17138671875,-0.19350585341453552,70.0,0.08286133408546448,0.037109375,70.0,-0.34086912870407104,0.08559571206569672,70.0,-0.15351562201976776,0.24497070349752903,70.0,0.18608397245407104,-0.18671873211860657,70.0,-0.2571777254343033,-0.12441405653953552,70.0,0.10561522841453552,0.030468732118606567,70,-0.10869139432907104,-0.15263670682907104,70.0
6,0.21074220538139343,0.029394522309303284,70.0,0.36333006620407104,0.2150878831744194,70.0,0.18764647841453552,-0.21733397245407104,70.0,0.10244140028953552,0.033007800579071045,70.0,-0.3333496153354645,0.14018554240465164,70.0,-0.133544921875,0.22832031548023224,70.0,0.16166990995407104,-0.1748046875,70.0,-0.2549804747104645,-0.09780272841453552,70.0,0.10136717557907104,0.0205078125,70,-0.10605469346046448,-0.157470703125,70.0
7,0.19516602158546448,0.07700195908546448,70.0,0.38115236163139343,0.18906250596046448,70.0,0.2086426019668579,-0.23134765028953552,70.0,0.07792970538139343,0.07197265326976776,70.0,-0.3455566391348839,0.18588867783546448,70.0,-0.09619140625,0.2216796875,70.0,0.1605468988418579,-0.13930663466453552,70.0,-0.25654296576976776,-0.048193350434303284,70.0,0.08002930879592896,0.0064453184604644775,70,-0.10185545682907104,-0.14956054091453552,70.0
8,0.18007811903953552,0.13037109375,70.0,0.5632812976837158,0.29389647766947746,70.0,0.22602537274360657,-0.2565917819738388,70.0,0.05629885196685791,0.10117188096046448,70.0,-0.36591796576976776,0.19975586235523224,70.0,-0.04770508408546448,0.23247070610523224,70.0,0.16206055879592896,-0.13701173663139343,70.0,-0.31474609673023224,-0.006103515625,70.0,9999.0,9999.0,9999,-0.1062011867761612,-0.1507812738418579,70.0
9,0.16372069716453552,0.18798828125,70.0,0.5738281607627869,0.2650390639901161,70.0,0.239990234375,-0.27031250298023224,70.0,-0.19033204019069672,0.20908203721046448,70.0,-0.3720703125,0.21245117485523224,70.0,-0.013964831829071045,0.2728027328848839,70.0,0.16533204913139343,-0.11103513836860657,70.0,-0.5262695290148258,-0.012402325868606567,70.0,9999.0,9999.0,9999,-0.10952147841453552,-0.16010743379592896,70.0
